text,legal_issue,bias_type,urgency,language,location,age,gender
I am being harassed at workplace by senior.,harassment,gender_bias,distress,English,Jaipur,35,female
Company salary nahi de rahi.,labor_rights_violation,gender_bias,distress,Hinglish,Bhopal,53,male
Wife is denying me access to child.,child_custody,caste_bias,urgent,English,Mumbai,53,female
Boss discriminating against me for being Class.,workplace_discrimination,class_bias,distress,Hinglish,Bangalore,40,female
Mere pati mujhe maarte hain roz.,domestic_violence,gender_bias,urgent,English,Bhopal,31,other
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,none,urgent,English,Chennai,44,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,class_bias,distress,English,Bangalore,60,female
Landlord evicted me without any legal notice.,rent_eviction,caste_bias,distress,English,Kolkata,34,male
Office wale badtameezi karte hain.,harassment,class_bias,normal,English,Jaipur,23,other
Had to pay bribe for simple work.,bribery_corruption,gender_bias,normal,English,Kolkata,30,other
Office wale badtameezi karte hain.,harassment,gender_bias,urgent,English,Lucknow,54,other
People are trolling and abusing me on social media.,cyber_bullying,none,distress,Hinglish,Bhopal,56,male
I am being harassed at workplace by senior.,harassment,gender_bias,normal,Hindi,Jaipur,19,female
Police is not filing my FIR because I am None.,FIR_denial,none,distress,Hindi,Bangalore,47,other
Mere sasural wale dowry maang rahe hain.,dowry,caste_bias,distress,English,Bangalore,60,male
Company salary nahi de rahi.,labor_rights_violation,gender_bias,urgent,Hinglish,Bangalore,32,male
Police is not filing my FIR because I am Gender.,FIR_denial,gender_bias,distress,Hindi,Kolkata,54,female
Police is not filing my FIR because I am Caste.,FIR_denial,caste_bias,distress,Hindi,Bhopal,27,male
Property ka dispute chal raha hai.,property_dispute,none,normal,Hinglish,Kolkata,23,female
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,caste_bias,normal,Hinglish,Kolkata,26,other
Company salary nahi de rahi.,labor_rights_violation,class_bias,normal,English,Chennai,19,other
Promotion nahi mila kyunki main None hoon.,workplace_discrimination,none,normal,Hindi,Hyderabad,39,female
Neighbour encroaching on my land.,property_dispute,none,normal,Hindi,Mumbai,44,other
Corruption ho raha hai har jagah.,bribery_corruption,class_bias,normal,Hindi,Kolkata,36,female
Corruption ho raha hai har jagah.,bribery_corruption,none,normal,English,Mumbai,58,female
Police FIR nahi likh rahi kyunki main Gender hoon.,FIR_denial,gender_bias,normal,Hinglish,Chennai,53,female
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,distress,Hinglish,Kolkata,51,other
Company salary nahi de rahi.,labor_rights_violation,caste_bias,distress,Hindi,Bhopal,37,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,gender_bias,urgent,Hindi,Kolkata,45,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,gender_bias,normal,English,Jaipur,60,female
I am being harassed at workplace by senior.,harassment,gender_bias,urgent,Hindi,Bhopal,48,female
Online log gaali de rahe hain.,cyber_bullying,none,distress,English,Lucknow,27,female
Consumer complaint file karna hai.,consumer_rights,caste_bias,distress,Hindi,Mumbai,34,male
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,urgent,Hindi,Kolkata,51,male
Corruption ho raha hai har jagah.,bribery_corruption,caste_bias,normal,Hinglish,Bhopal,21,male
Mere pati mujhe maarte hain roz.,domestic_violence,caste_bias,normal,Hindi,Lucknow,42,female
Online log gaali de rahe hain.,cyber_bullying,none,normal,Hinglish,Jaipur,18,male
Padosi mera zameen kabza kar raha hai.,property_dispute,gender_bias,normal,Hinglish,Patna,44,male
I am being harassed at workplace by senior.,harassment,none,distress,Hindi,Hyderabad,28,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,gender_bias,urgent,English,Bhopal,50,female
Landlord evicted me without any legal notice.,rent_eviction,none,normal,English,Hyderabad,52,male
Consumer complaint file karna hai.,consumer_rights,gender_bias,normal,English,Hyderabad,52,male
Promotion nahi mila kyunki main Caste hoon.,workplace_discrimination,caste_bias,distress,Hinglish,Patna,38,female
Corruption ho raha hai har jagah.,bribery_corruption,caste_bias,urgent,Hinglish,Delhi,59,female
Consumer complaint file karna hai.,consumer_rights,none,urgent,English,Jaipur,60,female
Property ka dispute chal raha hai.,property_dispute,class_bias,urgent,English,Kolkata,55,female
Consumer complaint file karna hai.,consumer_rights,none,normal,English,Jaipur,60,female
Office wale badtameezi karte hain.,harassment,caste_bias,urgent,Hindi,Delhi,39,female
Wife is denying me access to child.,child_custody,gender_bias,distress,Hindi,Lucknow,58,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,gender_bias,urgent,Hindi,Patna,34,other
Online log gaali de rahe hain.,cyber_bullying,gender_bias,distress,Hindi,Bhopal,52,male
Sarkari office me bribe maang rahe hain.,bribery_corruption,none,urgent,Hindi,Patna,20,male
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,class_bias,normal,English,Jaipur,50,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,class_bias,distress,English,Patna,58,male
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,normal,Hindi,Chennai,22,other
Mere pati mujhe maarte hain roz.,domestic_violence,none,distress,English,Mumbai,25,female
Child custody dispute with spouse.,child_custody,caste_bias,distress,Hinglish,Bhopal,45,male
Product defective hai aur return nahi le rahe.,consumer_rights,gender_bias,distress,English,Lucknow,45,other
Promotion nahi mila kyunki main None hoon.,workplace_discrimination,none,normal,Hinglish,Hyderabad,38,female
Product defective hai aur return nahi le rahe.,consumer_rights,none,normal,English,Delhi,27,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,caste_bias,urgent,English,Mumbai,19,male
Husband is beating me daily.,domestic_violence,none,normal,English,Mumbai,41,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,none,normal,Hindi,Kolkata,44,other
Wife is denying me access to child.,child_custody,gender_bias,normal,Hinglish,Chennai,51,male
Police is not filing my FIR because I am None.,FIR_denial,none,distress,Hindi,Delhi,53,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,class_bias,urgent,English,Delhi,47,other
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,distress,Hinglish,Kolkata,23,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,gender_bias,normal,English,Bangalore,44,female
Wife is denying me access to child.,child_custody,none,normal,Hinglish,Kolkata,18,male
Corruption ho raha hai har jagah.,bribery_corruption,class_bias,normal,English,Bangalore,36,male
Company salary nahi de rahi.,labor_rights_violation,gender_bias,normal,Hinglish,Mumbai,34,female
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,none,distress,Hinglish,Mumbai,33,other
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,none,normal,English,Jaipur,51,male
Property ka dispute chal raha hai.,property_dispute,caste_bias,normal,English,Mumbai,60,other
People are trolling and abusing me on social media.,cyber_bullying,gender_bias,urgent,English,Kolkata,46,other
Padosi mera zameen kabza kar raha hai.,property_dispute,gender_bias,distress,Hinglish,Jaipur,40,male
Police FIR nahi likh rahi kyunki main Gender hoon.,FIR_denial,gender_bias,distress,English,Mumbai,38,female
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,urgent,English,Jaipur,44,other
They are making me work overtime without pay.,labor_rights_violation,none,urgent,Hindi,Kolkata,47,male
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,caste_bias,normal,English,Chennai,19,other
Police is not filing my FIR because I am Caste.,FIR_denial,caste_bias,normal,Hindi,Bangalore,46,other
Wife is denying me access to child.,child_custody,class_bias,normal,Hindi,Lucknow,28,other
Consumer complaint file karna hai.,consumer_rights,caste_bias,normal,Hindi,Bangalore,53,other
Mujhe social media pe cyber bullying ka samna hai.,cyber_bullying,class_bias,distress,English,Hyderabad,58,male
Corruption ho raha hai har jagah.,bribery_corruption,class_bias,urgent,English,Jaipur,22,male
Shopkeeper fraud kiya mere saath.,consumer_rights,none,normal,English,Mumbai,57,male
Child custody dispute with spouse.,child_custody,class_bias,urgent,English,Delhi,52,female
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,distress,Hindi,Hyderabad,20,male
Police is not filing my FIR because I am None.,FIR_denial,none,distress,Hindi,Delhi,49,male
Online log gaali de rahe hain.,cyber_bullying,gender_bias,normal,English,Kolkata,34,female
Wife is denying me access to child.,child_custody,gender_bias,urgent,Hindi,Bangalore,27,other
Police FIR nahi likh rahi kyunki main None hoon.,FIR_denial,none,urgent,Hindi,Jaipur,49,female
Consumer complaint file karna hai.,consumer_rights,none,distress,Hindi,Bhopal,30,male
Consumer complaint file karna hai.,consumer_rights,class_bias,urgent,Hinglish,Bangalore,44,female
Office me biased treatment mil raha hai.,workplace_discrimination,none,distress,English,Chennai,31,male
Police is not filing my FIR because I am Caste.,FIR_denial,caste_bias,normal,English,Chennai,28,female
Had to pay bribe for simple work.,bribery_corruption,caste_bias,urgent,Hindi,Patna,21,female
Promotion nahi mila kyunki main Gender hoon.,workplace_discrimination,gender_bias,distress,Hinglish,Bhopal,20,female
People are trolling and abusing me on social media.,cyber_bullying,caste_bias,normal,Hindi,Bhopal,52,female
Padosi mera zameen kabza kar raha hai.,property_dispute,none,distress,English,Jaipur,55,male
Neighbour encroaching on my land.,property_dispute,class_bias,distress,English,Mumbai,41,female
Company salary nahi de rahi.,labor_rights_violation,gender_bias,normal,English,Kolkata,38,female
Landlord evicted me without any legal notice.,rent_eviction,gender_bias,distress,Hindi,Patna,43,female
Property ka dispute chal raha hai.,property_dispute,none,normal,English,Chennai,36,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,none,distress,Hindi,Hyderabad,40,female
Boss discriminating against me for being Gender.,workplace_discrimination,gender_bias,normal,English,Hyderabad,38,female
Boss discriminating against me for being Gender.,workplace_discrimination,gender_bias,distress,Hindi,Bangalore,34,other
Company salary nahi de rahi.,labor_rights_violation,none,urgent,English,Hyderabad,20,other
Company salary nahi de rahi.,labor_rights_violation,none,urgent,Hinglish,Patna,56,female
Company salary nahi de rahi.,labor_rights_violation,caste_bias,urgent,Hinglish,Mumbai,50,male
I am being harassed at workplace by senior.,harassment,none,urgent,Hindi,Jaipur,59,other
Office me biased treatment mil raha hai.,workplace_discrimination,class_bias,urgent,Hindi,Lucknow,36,male
Company salary nahi de rahi.,labor_rights_violation,none,distress,Hindi,Bhopal,18,male
Roz ghar pe violence hota hai.,domestic_violence,none,normal,English,Bhopal,23,male
They refused to register FIR citing my Gender identity.,FIR_denial,gender_bias,urgent,Hindi,Lucknow,27,other
I am being harassed at workplace by senior.,harassment,class_bias,normal,Hindi,Mumbai,45,other
Landlord evicted me without any legal notice.,rent_eviction,caste_bias,distress,Hindi,Lucknow,22,other
Police is not filing my FIR because I am Class.,FIR_denial,class_bias,distress,Hindi,Patna,32,other
Neighbour encroaching on my land.,property_dispute,gender_bias,distress,English,Lucknow,32,female
Landlord evicted me without any legal notice.,rent_eviction,class_bias,urgent,Hindi,Bangalore,43,female
Had to pay bribe for simple work.,bribery_corruption,none,distress,Hinglish,Lucknow,30,female
Corruption ho raha hai har jagah.,bribery_corruption,class_bias,normal,English,Delhi,59,other
Mere sasural wale dowry maang rahe hain.,dowry,gender_bias,distress,English,Bhopal,34,male
Online log gaali de rahe hain.,cyber_bullying,gender_bias,urgent,Hindi,Lucknow,47,male
Mujhe office me sexual harassment ho raha hai.,harassment,gender_bias,distress,Hindi,Patna,48,other
Mujhe office me sexual harassment ho raha hai.,harassment,class_bias,normal,Hindi,Bangalore,46,male
Dowry ke liye mujhe mentally harass kiya ja raha hai.,dowry,caste_bias,normal,Hindi,Patna,40,female
Company salary nahi de rahi.,labor_rights_violation,caste_bias,normal,English,Chennai,47,other
Consumer complaint file karna hai.,consumer_rights,class_bias,distress,Hinglish,Hyderabad,27,male
Corruption ho raha hai har jagah.,bribery_corruption,caste_bias,distress,Hindi,Bangalore,44,female
Police is not filing my FIR because I am Gender.,FIR_denial,gender_bias,distress,Hinglish,Bhopal,37,female
They refused to register FIR citing my Class identity.,FIR_denial,class_bias,normal,Hindi,Bhopal,49,other
Mere pati mujhe maarte hain roz.,domestic_violence,gender_bias,normal,English,Jaipur,24,male
Landlord evicted me without any legal notice.,rent_eviction,none,urgent,Hinglish,Chennai,50,other
Mere landlord ne bina notice mujhe ghar se nikaal diya.,rent_eviction,class_bias,urgent,Hinglish,Lucknow,40,female
Child custody dispute with spouse.,child_custody,none,normal,Hindi,Chennai,46,female
Property ka dispute chal raha hai.,property_dispute,caste_bias,normal,Hinglish,Chennai,33,male
Roz ghar pe violence hota hai.,domestic_violence,gender_bias,urgent,English,Bangalore,37,male
Boss discriminating against me for being None.,workplace_discrimination,none,distress,Hinglish,Jaipur,34,female
Bacche ki custody ka case hai court me.,child_custody,class_bias,normal,Hinglish,Kolkata,57,female
My in-laws are torturing me for dowry.,dowry,gender_bias,normal,Hinglish,Lucknow,19,male
Mere sasural wale dowry maang rahe hain.,dowry,caste_bias,normal,English,Lucknow,58,male
Corruption ho raha hai har jagah.,bribery_corruption,none,normal,Hindi,Delhi,26,other
They are making me work overtime without pay.,labor_rights_violation,none,urgent,Hindi,Hyderabad,19,other
Sarkari office me bribe maang rahe hain.,bribery_corruption,none,distress,Hindi,Bhopal,46,female
Product defective hai aur return nahi le rahe.,consumer_rights,caste_bias,urgent,Hindi,Kolkata,33,male
Sarkari office me bribe maang rahe hain.,bribery_corruption,class_bias,urgent,Hinglish,Jaipur,54,other
Child custody dispute with spouse.,child_custody,none,urgent,Hinglish,Hyderabad,56,other
Mere pati mujhe maarte hain roz.,domestic_violence,class_bias,urgent,English,Jaipur,56,other
Mere sasural wale dowry maang rahe hain.,dowry,class_bias,urgent,Hindi,Jaipur,56,male
Police FIR nahi likh rahi kyunki main Gender hoon.,FIR_denial,gender_bias,urgent,Hinglish,Mumbai,49,other
Boss discriminating against me for being Class.,workplace_discrimination,class_bias,urgent,Hindi,Kolkata,34,male
I am being harassed at workplace by senior.,harassment,caste_bias,urgent,Hinglish,Chennai,51,other
They are making me work overtime without pay.,labor_rights_violation,gender_bias,urgent,Hindi,Hyderabad,38,male
Consumer complaint file karna hai.,consumer_rights,class_bias,distress,Hinglish,Lucknow,51,female
Consumer complaint file karna hai.,consumer_rights,none,normal,English,Mumbai,49,female
Labor laws ki dhajjiyan uda rahe hain.,labor_rights_violation,gender_bias,urgent,Hinglish,Bangalore,22,male
Mujhe ghar se nikaalne ki dhamki di ja rahi hai.,rent_eviction,none,normal,English,Jaipur,26,male
They are making me work overtime without pay.,labor_rights_violation,gender_bias,normal,Hindi,Kolkata,58,male
